month,duration,pdays,cons.conf.idx,euribor3m,nr.employed
3,163,999,-42.7,4.962,5228.1
6,332,999,-42.0,4.191,5195.8
9,903,999,-47.1,1.415,5099.1
2,339,6,-39.8,0.7290000000000001,4991.6
6,39,999,-42.0,4.0760000000000005,5195.8
9,1550,999,-47.1,1.405,5099.1
1,477,999,-36.4,4.857,5191.0
3,122,999,-42.7,4.961,5228.1
4,265,999,-36.1,4.963,5228.1
4,857,999,-36.1,4.97,5228.1
4,259,999,-36.1,4.968,5228.1
4,174,999,-36.1,4.967,5228.1
7,479,999,-33.0,0.715,5023.5
1,37,999,-46.2,1.327,5099.1
1,262,999,-46.2,1.25,5099.1
1,315,999,-46.2,1.25,5099.1
4,151,999,-36.1,4.97,5228.1
1,65,999,-36.4,4.86,5191.0
2,54,999,-41.8,4.962,5228.1
1,183,999,-36.4,4.8580000000000005,5191.0
6,72,999,-42.0,4.0760000000000005,5195.8
2,173,999,-41.8,4.962,5228.1
2,13,999,-41.8,4.959,5228.1
1,90,999,-36.4,4.857,5191.0
6,108,999,-42.0,4.12,5195.8
5,92,999,-26.9,0.742,5017.5
1,91,999,-46.2,1.2990000000000002,5099.1
3,716,999,-42.7,4.962,5228.1
4,1000,999,-36.1,4.966,5228.1
2,255,999,-41.8,4.961,5228.1
3,194,999,-42.7,4.961,5228.1
2,190,999,-41.8,4.967,5228.1
6,198,999,-42.0,4.12,5195.8
1,97,999,-46.2,1.334,5099.1
1,191,999,-36.4,4.855,5191.0
1,209,999,-36.4,4.857,5191.0
3,260,999,-42.7,4.96,5228.1
6,624,999,-42.0,4.021,5195.8
3,126,999,-42.7,4.961,5228.1
1,38,999,-46.2,1.334,5099.1
6,419,999,-50.8,1.041,4963.6
1,579,999,-36.4,4.8580000000000005,5191.0
1,662,12,-46.2,1.3130000000000002,5099.1
3,41,999,-42.7,4.957,5228.1
3,383,999,-33.6,0.9079999999999999,5076.2
6,378,999,-42.0,4.191,5195.8
3,29,999,-42.7,4.962,5228.1
2,107,999,-41.8,4.961,5228.1
4,381,999,-36.1,4.963,5228.1
2,98,999,-41.8,4.958,5228.1
8,341,999,-34.8,0.6459999999999999,5008.7
4,72,999,-36.1,4.965,5228.1
5,109,999,-26.9,0.7390000000000001,5017.5
9,31,999,-47.1,1.405,5099.1
1,220,999,-40.0,0.677,5008.7
1,341,999,-46.2,1.281,5099.1
5,71,999,-49.5,1.045,4963.6
3,128,999,-42.7,4.968,5228.1
1,309,999,-46.2,1.281,5099.1
5,133,999,-49.5,0.972,4963.6
1,806,999,-46.2,1.266,5099.1
9,135,999,-34.6,0.645,5008.7
1,130,999,-46.2,1.291,5099.1
6,137,999,-42.0,4.0760000000000005,5195.8
1,86,999,-36.4,4.859,5191.0
3,650,999,-42.7,4.962,5228.1
1,204,999,-36.4,4.8580000000000005,5191.0
1,189,999,-46.2,1.281,5099.1
6,69,999,-42.0,4.0760000000000005,5195.8
3,240,999,-40.3,0.8959999999999999,4991.6
1,110,999,-40.0,0.682,5008.7
6,302,999,-42.0,4.0760000000000005,5195.8
4,83,999,-36.1,4.9639999999999995,5228.1
6,98,999,-42.0,4.191,5195.8
9,379,999,-47.1,1.405,5099.1
9,395,999,-34.6,0.659,5008.7
2,77,999,-41.8,4.864,5228.1
4,180,999,-36.1,4.968,5228.1
1,1309,999,-46.2,1.281,5099.1
1,74,999,-46.2,1.291,5099.1
1,127,999,-46.2,1.3130000000000002,5099.1
4,71,999,-36.1,4.963,5228.1
2,941,999,-41.8,4.864,5228.1
6,126,999,-42.0,4.1530000000000005,5195.8
2,270,999,-41.8,4.961,5228.1
4,78,999,-36.1,4.965,5228.1
4,152,999,-36.1,4.963,5228.1
2,114,999,-41.8,4.947,5228.1
1,1461,999,-36.4,4.855,5191.0
2,339,999,-41.8,4.961,5228.1
1,178,999,-40.0,0.701,5008.7
1,170,999,-36.4,4.864,5191.0
4,137,999,-36.1,4.968,5228.1
4,447,999,-36.1,4.9639999999999995,5228.1
9,145,999,-47.1,1.405,5099.1
4,162,999,-36.1,4.9639999999999995,5228.1
1,166,999,-46.2,1.327,5099.1
4,132,999,-38.3,0.898,4991.6
6,143,999,-42.0,4.0760000000000005,5195.8
4,100,999,-36.1,4.9639999999999995,5228.1
6,69,999,-42.0,4.0760000000000005,5195.8
2,119,999,-41.8,4.864,5228.1
1,479,999,-36.4,4.855,5191.0
1,217,999,-36.4,4.857,5191.0
4,103,999,-36.1,4.967,5228.1
1,287,999,-36.4,4.855,5191.0
1,207,999,-36.4,4.86,5191.0
4,147,999,-36.1,4.965,5228.1
1,310,999,-36.4,4.857,5191.0
6,108,999,-30.1,0.716,5017.5
1,219,999,-46.2,1.25,5099.1
1,255,999,-46.2,1.291,5099.1
1,205,999,-36.4,4.855,5191.0
9,584,999,-47.1,1.365,5099.1
6,201,999,-42.0,4.12,5195.8
1,98,999,-36.4,4.857,5191.0
1,96,999,-36.4,4.855,5191.0
5,113,999,-26.9,0.7240000000000001,5017.5
1,64,999,-46.2,1.344,5099.1
6,203,999,-42.0,4.1530000000000005,5195.8
2,75,999,-41.8,4.959,5228.1
2,238,999,-41.8,4.961,5228.1
4,63,999,-36.1,4.965,5228.1
1,85,999,-46.2,1.3130000000000002,5099.1
3,171,999,-42.7,4.958,5228.1
6,339,999,-42.0,4.0760000000000005,5195.8
1,262,999,-36.4,4.856,5191.0
2,359,999,-41.8,4.96,5228.1
1,374,999,-36.4,4.856,5191.0
4,65,999,-36.1,4.963,5228.1
2,816,999,-41.8,4.864,5228.1
1,110,999,-36.4,4.856,5191.0
4,384,999,-36.1,4.965,5228.1
2,135,999,-41.8,4.961,5228.1
2,259,999,-40.8,1.235,5076.2
1,228,999,-36.4,4.859,5191.0
1,1024,999,-46.2,1.3130000000000002,5099.1
3,247,999,-42.7,4.957,5228.1
2,574,999,-41.8,4.961,5228.1
3,1689,999,-42.7,4.963,5228.1
3,313,999,-42.7,4.96,5228.1
9,232,999,-47.1,1.405,5099.1
2,183,999,-41.8,4.961,5228.1
2,191,999,-41.8,4.947,5228.1
1,112,999,-36.4,4.855,5191.0
10,291,999,-37.5,0.884,4963.6
2,268,999,-40.8,1.26,5076.2
1,64,999,-36.4,4.857,5191.0
8,517,999,-50.0,1.52,5099.1
2,805,999,-41.8,4.8660000000000005,5228.1
6,12,999,-42.0,4.021,5195.8
1,244,999,-46.2,1.334,5099.1
5,173,999,-26.9,0.741,5017.5
4,457,999,-36.1,4.963,5228.1
1,313,999,-46.2,1.291,5099.1
2,464,999,-41.8,4.967,5228.1
1,197,999,-36.4,4.857,5191.0
6,436,999,-42.0,4.1530000000000005,5195.8
3,245,999,-42.7,4.962,5228.1
2,200,999,-41.8,4.865,5228.1
3,116,999,-42.7,4.962,5228.1
2,161,999,-41.8,4.959,5228.1
1,730,999,-46.2,1.25,5099.1
1,92,999,-36.4,4.86,5191.0
4,399,999,-36.1,4.965,5228.1
6,253,999,-42.0,4.021,5195.8
2,373,999,-41.8,4.865,5228.1
9,198,999,-47.1,1.41,5099.1
1,306,999,-46.2,1.2990000000000002,5099.1
1,333,999,-46.2,1.281,5099.1
4,243,999,-36.1,4.963,5228.1
1,198,999,-46.2,1.291,5099.1
2,153,999,-41.8,4.959,5228.1
2,263,999,-40.8,1.262,5076.2
3,189,999,-42.7,4.961,5228.1
4,126,999,-36.1,4.963,5228.1
1,210,999,-36.4,4.857,5191.0
9,902,999,-47.1,1.445,5099.1
2,86,999,-41.8,4.8660000000000005,5228.1
1,171,999,-46.2,1.244,5099.1
4,205,999,-31.4,0.8590000000000001,5076.2
1,157,999,-46.2,1.327,5099.1
1,258,999,-46.2,1.25,5099.1
9,1143,999,-34.6,0.643,5008.7
2,17,999,-41.8,4.8660000000000005,5228.1
10,161,999,-29.8,0.7709999999999999,5017.5
8,618,999,-34.8,0.6459999999999999,5008.7
3,205,999,-42.7,4.962,5228.1
3,221,999,-42.7,4.962,5228.1
9,492,999,-47.1,1.405,5099.1
1,157,999,-36.4,4.856,5191.0
2,221,999,-41.8,4.961,5228.1
3,27,999,-42.7,4.968,5228.1
2,112,999,-41.8,4.959,5228.1
1,202,999,-36.4,4.856,5191.0
1,17,999,-46.2,1.344,5099.1
7,205,999,-33.0,0.715,5023.5
2,71,999,-40.8,1.262,5076.2
1,145,999,-46.2,1.291,5099.1
3,194,999,-42.7,4.963,5228.1
9,232,999,-47.1,1.466,5099.1
6,252,999,-42.0,4.0760000000000005,5195.8
1,496,999,-36.4,4.857,5191.0
3,262,999,-42.7,4.957,5228.1
3,674,999,-42.7,4.957,5228.1
1,166,999,-46.2,1.266,5099.1
6,45,999,-42.0,4.1530000000000005,5195.8
1,283,999,-36.4,4.857,5191.0
2,1178,999,-41.8,4.958,5228.1
1,126,999,-36.4,4.859,5191.0
6,125,999,-42.0,4.12,5195.8
1,186,999,-36.4,4.855,5191.0
9,871,999,-47.1,1.365,5099.1
1,374,999,-46.2,1.354,5099.1
2,156,999,-40.8,1.26,5076.2
9,96,999,-47.1,1.405,5099.1
2,14,999,-41.8,4.959,5228.1
1,152,999,-36.4,4.86,5191.0
2,114,999,-40.8,1.26,5076.2
6,314,999,-42.0,4.12,5195.8
6,114,999,-42.0,4.0760000000000005,5195.8
4,430,999,-36.1,4.97,5228.1
2,243,999,-41.8,4.8660000000000005,5228.1
1,95,999,-36.4,4.857,5191.0
2,26,999,-41.8,4.967,5228.1
1,146,999,-46.2,1.334,5099.1
6,407,999,-42.0,4.191,5195.8
9,900,999,-47.1,1.365,5099.1
1,87,999,-46.2,1.266,5099.1
1,97,999,-46.2,1.281,5099.1
5,187,999,-26.9,0.7390000000000001,5017.5
4,192,999,-36.1,4.966,5228.1
1,31,999,-36.4,4.855,5191.0
1,208,999,-36.4,4.857,5191.0
6,251,999,-42.0,4.0760000000000005,5195.8
1,246,999,-36.4,4.86,5191.0
2,219,999,-41.8,4.864,5228.1
9,2316,999,-47.1,1.466,5099.1
6,392,3,-42.0,4.0760000000000005,5195.8
1,192,999,-36.4,4.86,5191.0
4,130,999,-31.4,0.861,5076.2
1,214,999,-36.4,4.857,5191.0
1,74,999,-36.4,4.856,5191.0
3,567,999,-42.7,4.957,5228.1
2,125,999,-41.8,4.947,5228.1
3,98,999,-33.6,1.072,5076.2
1,156,999,-36.4,4.857,5191.0
3,106,999,-42.7,4.961,5228.1
2,237,999,-41.8,4.967,5228.1
6,147,3,-30.1,0.715,5017.5
1,469,999,-36.4,4.857,5191.0
3,297,999,-42.7,4.962,5228.1
1,127,999,-36.4,4.857,5191.0
6,119,999,-50.8,1.05,4963.6
4,185,4,-31.4,0.873,5076.2
9,222,999,-47.1,1.365,5099.1
1,302,999,-36.4,4.857,5191.0
2,73,999,-41.8,4.864,5228.1
1,284,999,-46.2,1.244,5099.1
3,208,999,-42.7,4.962,5228.1
2,147,999,-41.8,4.961,5228.1
4,84,999,-36.1,4.962,5228.1
2,208,999,-41.8,4.962,5228.1
1,157,999,-36.4,4.857,5191.0
1,107,999,-36.4,4.859,5191.0
1,369,999,-46.2,1.327,5099.1
1,192,999,-36.4,4.856,5191.0
1,129,999,-36.4,4.855,5191.0
3,245,999,-42.7,4.963,5228.1
4,64,999,-31.4,0.8290000000000001,5076.2
3,112,999,-42.7,4.957,5228.1
4,43,999,-36.1,4.967,5228.1
1,76,999,-36.4,4.86,5191.0
1,54,999,-46.2,1.327,5099.1
1,251,999,-36.4,4.857,5191.0
2,95,999,-40.8,1.268,5076.2
5,595,6,-26.9,0.737,5017.5
2,203,999,-41.8,4.962,5228.1
2,45,999,-41.8,4.947,5228.1
1,149,999,-36.4,4.856,5191.0
2,317,999,-40.8,1.268,5076.2
6,1206,999,-42.0,4.12,5195.8
4,217,999,-36.1,4.9639999999999995,5228.1
4,194,999,-36.1,4.9639999999999995,5228.1
9,82,999,-47.1,1.423,5099.1
1,756,999,-46.2,1.291,5099.1
1,26,999,-36.4,4.856,5191.0
1,87,999,-46.2,1.334,5099.1
9,861,999,-47.1,1.405,5099.1
3,157,999,-42.7,4.961,5228.1
2,142,999,-41.8,4.864,5228.1
1,118,999,-46.2,1.344,5099.1
4,281,999,-36.1,4.963,5228.1
3,149,999,-42.7,4.962,5228.1
6,105,999,-30.1,0.722,5017.5
2,16,999,-41.8,4.959,5228.1
2,269,999,-41.8,4.947,5228.1
1,78,999,-46.2,1.266,5099.1
4,75,999,-31.4,0.851,5076.2
1,110,999,-36.4,4.859,5191.0
1,22,999,-46.2,1.25,5099.1
1,99,999,-36.4,4.857,5191.0
1,388,999,-46.2,1.281,5099.1
5,76,999,-26.9,0.73,5017.5
4,956,999,-36.1,4.963,5228.1
1,611,999,-36.4,4.857,5191.0
1,136,999,-36.4,4.855,5191.0
6,124,999,-42.0,4.191,5195.8
1,91,999,-46.2,1.327,5099.1
2,114,999,-41.8,4.959,5228.1
6,540,999,-42.0,4.191,5195.8
5,749,999,-26.9,0.735,5017.5
1,550,999,-36.4,4.856,5191.0
2,359,999,-41.8,4.865,5228.1
3,1081,999,-42.7,4.957,5228.1
1,641,999,-46.2,1.25,5099.1
4,129,999,-36.1,4.9639999999999995,5228.1
6,39,999,-42.0,4.0760000000000005,5195.8
1,198,999,-36.4,4.857,5191.0
2,103,3,-40.8,1.262,5076.2
1,106,999,-46.2,1.264,5099.1
6,1166,999,-42.0,4.021,5195.8
6,62,999,-42.0,4.191,5195.8
3,518,999,-42.7,4.961,5228.1
9,76,999,-47.1,1.405,5099.1
4,703,999,-36.1,4.965,5228.1
9,121,999,-47.1,1.365,5099.1
1,126,999,-36.4,4.856,5191.0
6,563,999,-42.0,4.191,5195.8
5,526,999,-49.5,1.0,4963.6
9,143,999,-47.1,1.405,5099.1
3,82,999,-42.7,4.961,5228.1
1,158,999,-46.2,1.327,5099.1
6,173,999,-30.1,0.722,5017.5
4,263,999,-36.1,4.963,5228.1
1,161,999,-36.4,4.857,5191.0
4,11,999,-36.1,4.965,5228.1
1,129,999,-36.4,4.86,5191.0
4,151,999,-36.1,4.963,5228.1
2,25,999,-41.8,4.962,5228.1
1,640,999,-46.2,1.354,5099.1
4,149,999,-36.1,4.963,5228.1
10,351,3,-29.8,0.797,5017.5
4,201,999,-36.1,4.968,5228.1
1,150,999,-36.4,4.86,5191.0
4,87,999,-36.1,4.9639999999999995,5228.1
5,480,999,-26.9,0.72,5017.5
4,781,999,-36.1,4.963,5228.1
4,163,6,-31.4,0.861,5076.2
1,163,999,-46.2,1.2990000000000002,5099.1
1,617,999,-36.4,4.86,5191.0
3,106,999,-40.3,0.861,4991.6
1,374,999,-46.2,1.291,5099.1
5,189,999,-26.9,0.722,5017.5
6,593,999,-42.0,4.0760000000000005,5195.8
2,467,999,-40.8,1.26,5076.2
1,246,999,-36.4,4.856,5191.0
6,775,999,-42.0,4.0760000000000005,5195.8
1,138,999,-36.4,4.86,5191.0
2,290,999,-41.8,4.8660000000000005,5228.1
2,326,999,-41.8,4.959,5228.1
6,57,999,-42.0,4.0760000000000005,5195.8
3,151,999,-42.7,4.968,5228.1
2,117,999,-41.8,4.864,5228.1
2,117,999,-41.8,4.961,5228.1
4,157,999,-31.4,0.851,5076.2
1,410,999,-36.4,4.859,5191.0
1,85,9,-40.0,0.701,5008.7
2,259,999,-41.8,4.961,5228.1
6,73,999,-42.0,4.021,5195.8
1,104,999,-46.2,1.266,5099.1
1,134,999,-46.2,1.2990000000000002,5099.1
6,547,999,-42.0,4.12,5195.8
1,700,999,-36.4,4.8580000000000005,5191.0
4,204,999,-36.1,4.9639999999999995,5228.1
2,491,999,-41.8,4.962,5228.1
6,655,5,-50.8,1.0390000000000001,4963.6
2,113,999,-41.8,4.958,5228.1
1,35,999,-40.0,0.6990000000000001,5008.7
2,111,999,-41.8,4.864,5228.1
6,63,999,-42.0,4.1530000000000005,5195.8
8,180,999,-50.0,1.7990000000000002,5099.1
9,201,999,-47.1,1.405,5099.1
1,245,999,-36.4,4.86,5191.0
1,188,999,-36.4,4.864,5191.0
3,537,999,-42.7,4.962,5228.1
5,185,999,-26.9,0.7240000000000001,5017.5
1,73,999,-36.4,4.857,5191.0
3,204,999,-42.7,4.96,5228.1
3,145,999,-42.7,4.962,5228.1
3,188,999,-42.7,4.962,5228.1
6,997,999,-42.0,4.0760000000000005,5195.8
1,169,999,-36.4,4.855,5191.0
2,108,999,-41.8,4.96,5228.1
4,119,999,-36.1,4.9639999999999995,5228.1
4,173,999,-36.1,4.963,5228.1
1,580,999,-46.2,1.291,5099.1
6,139,999,-42.0,4.1530000000000005,5195.8
2,466,999,-41.8,4.865,5228.1
3,83,999,-42.7,4.96,5228.1
3,270,999,-42.7,4.961,5228.1
6,226,6,-50.8,1.044,4963.6
6,151,999,-30.1,0.7190000000000001,5017.5
1,500,999,-36.4,4.8580000000000005,5191.0
6,51,999,-42.0,4.1530000000000005,5195.8
2,88,999,-41.8,4.961,5228.1
4,168,999,-36.1,4.963,5228.1
3,52,999,-42.7,4.968,5228.1
2,264,999,-39.8,0.7609999999999999,4991.6
4,994,999,-36.1,4.966,5228.1
6,210,999,-42.0,4.12,5195.8
6,296,999,-42.0,4.1530000000000005,5195.8
4,71,999,-36.1,4.9639999999999995,5228.1
5,137,999,-49.5,0.977,4963.6
9,35,999,-47.1,1.41,5099.1
1,367,999,-46.2,1.266,5099.1
1,60,999,-46.2,1.281,5099.1
1,198,999,-36.4,4.856,5191.0
1,109,999,-46.2,1.334,5099.1
1,58,999,-46.2,1.291,5099.1
4,76,999,-36.1,4.9639999999999995,5228.1
3,710,999,-42.7,4.96,5228.1
4,241,999,-36.1,4.966,5228.1
2,119,999,-41.8,4.967,5228.1
5,5,999,-49.5,1.016,4963.6
6,128,999,-42.0,4.0760000000000005,5195.8
2,66,999,-41.8,4.961,5228.1
1,32,999,-36.4,4.859,5191.0
4,102,999,-36.1,4.963,5228.1
3,207,999,-42.7,4.963,5228.1
4,176,999,-36.1,4.968,5228.1
3,722,999,-42.7,4.961,5228.1
1,78,999,-36.4,4.856,5191.0
1,1106,999,-36.4,4.859,5191.0
6,448,999,-42.0,4.12,5195.8
1,113,999,-40.0,0.682,5008.7
4,41,999,-31.4,0.838,5076.2
1,159,999,-36.4,4.8580000000000005,5191.0
9,400,999,-47.1,1.405,5099.1
1,104,999,-36.4,4.859,5191.0
9,169,999,-47.1,1.445,5099.1
1,195,999,-36.4,4.857,5191.0
1,145,999,-46.2,1.3130000000000002,5099.1
6,357,999,-42.0,4.12,5195.8
1,138,999,-36.4,4.8580000000000005,5191.0
1,300,999,-46.2,1.2990000000000002,5099.1
8,187,999,-34.8,0.655,5008.7
3,113,999,-42.7,4.961,5228.1
1,195,999,-36.4,4.855,5191.0
3,614,999,-42.7,4.963,5228.1
6,286,999,-42.0,4.1530000000000005,5195.8
2,174,999,-41.8,4.959,5228.1
1,339,999,-36.4,4.8580000000000005,5191.0
3,214,999,-42.7,4.962,5228.1
3,332,999,-42.7,4.962,5228.1
1,147,999,-36.4,4.859,5191.0
6,972,999,-42.0,4.1530000000000005,5195.8
4,18,22,-38.3,0.899,4991.6
8,257,999,-50.0,1.51,5099.1
1,205,999,-46.2,1.291,5099.1
3,98,999,-42.7,4.96,5228.1
1,83,999,-46.2,1.344,5099.1
1,55,999,-46.2,1.3130000000000002,5099.1
6,391,999,-42.0,4.191,5195.8
3,39,999,-42.7,4.961,5228.1
4,81,999,-36.1,4.963,5228.1
2,601,999,-41.8,4.959,5228.1
1,811,999,-46.2,1.334,5099.1
4,84,999,-36.1,4.967,5228.1
4,126,999,-36.1,4.9639999999999995,5228.1
5,102,6,-26.9,0.728,5017.5
3,209,999,-42.7,4.962,5228.1
9,997,999,-47.1,1.405,5099.1
1,201,999,-46.2,1.266,5099.1
4,917,999,-36.1,4.965,5228.1
3,319,999,-42.7,4.957,5228.1
5,101,999,-40.4,4.968,5195.8
2,136,999,-41.8,4.967,5228.1
1,251,999,-36.4,4.859,5191.0
2,544,999,-41.8,4.864,5228.1
2,342,10,-40.8,1.26,5076.2
3,433,999,-42.7,4.962,5228.1
1,197,999,-36.4,4.8580000000000005,5191.0
2,144,999,-41.8,4.967,5228.1
6,147,999,-42.0,4.0760000000000005,5195.8
1,35,999,-36.4,4.8580000000000005,5191.0
3,87,999,-40.3,0.84,4991.6
3,305,999,-33.6,0.937,5076.2
1,124,999,-36.4,4.86,5191.0
3,137,999,-42.7,4.961,5228.1
1,78,999,-36.4,4.856,5191.0
3,65,999,-42.7,4.963,5228.1
3,155,999,-42.7,4.961,5228.1
2,92,999,-41.8,4.96,5228.1
2,190,999,-41.8,4.962,5228.1
4,436,13,-31.4,0.8690000000000001,5076.2
1,35,999,-36.4,4.864,5191.0
3,77,999,-42.7,4.962,5228.1
1,213,999,-36.4,4.86,5191.0
9,354,999,-47.1,1.365,5099.1
4,317,999,-36.1,4.965,5228.1
1,190,999,-36.4,4.857,5191.0
1,14,999,-46.2,1.266,5099.1
4,212,999,-36.1,4.9639999999999995,5228.1
1,233,999,-36.4,4.864,5191.0
1,202,999,-36.4,4.86,5191.0
1,88,999,-46.2,1.334,5099.1
9,216,999,-47.1,1.466,5099.1
9,692,999,-47.1,1.415,5099.1
4,102,999,-36.1,4.963,5228.1
4,1329,999,-36.1,4.9639999999999995,5228.1
8,187,999,-50.0,1.614,5099.1
1,493,999,-36.4,4.857,5191.0
1,159,999,-46.2,1.344,5099.1
1,1093,999,-36.4,4.856,5191.0
4,329,9,-31.4,0.851,5076.2
3,17,999,-42.7,4.962,5228.1
1,445,999,-46.2,1.334,5099.1
9,241,999,-47.1,1.41,5099.1
1,355,999,-36.4,4.857,5191.0
6,18,999,-42.0,4.0760000000000005,5195.8
2,215,999,-41.8,4.864,5228.1
3,13,999,-42.7,4.96,5228.1
1,182,999,-36.4,4.859,5191.0
9,62,2,-47.1,1.365,5099.1
1,121,999,-36.4,4.864,5191.0
1,372,999,-36.4,4.857,5191.0
1,191,999,-36.4,4.857,5191.0
10,232,3,-37.5,0.8859999999999999,4963.6
9,263,999,-47.1,1.466,5099.1
1,134,999,-36.4,4.856,5191.0
1,139,999,-46.2,1.334,5099.1
1,277,999,-36.4,4.857,5191.0
4,575,999,-36.1,4.963,5228.1
1,183,999,-36.4,4.859,5191.0
1,4,999,-46.2,1.244,5099.1
6,163,999,-42.0,4.1530000000000005,5195.8
4,249,999,-31.4,0.883,5076.2
1,229,999,-36.4,4.857,5191.0
5,262,999,-49.5,1.025,4963.6
2,90,999,-41.8,4.96,5228.1
1,125,999,-36.4,4.859,5191.0
4,155,999,-36.1,4.965,5228.1
5,141,7,-26.9,0.7390000000000001,5017.5
3,173,999,-42.7,4.962,5228.1
6,139,999,-42.0,4.191,5195.8
3,651,999,-42.7,4.962,5228.1
4,169,999,-36.1,4.966,5228.1
1,97,999,-46.2,1.266,5099.1
6,202,999,-42.0,4.1530000000000005,5195.8
3,83,999,-42.7,4.962,5228.1
4,129,999,-36.1,4.9639999999999995,5228.1
4,81,999,-36.1,4.967,5228.1
6,129,999,-42.0,4.0760000000000005,5195.8
3,1153,999,-42.7,4.962,5228.1
9,401,999,-47.1,1.405,5099.1
1,96,999,-46.2,1.334,5099.1
2,654,999,-40.8,1.262,5076.2
5,293,999,-49.5,1.032,4963.6
4,698,999,-36.1,4.9639999999999995,5228.1
4,3322,999,-36.1,4.9639999999999995,5228.1
3,240,999,-42.7,4.957,5228.1
2,46,999,-41.8,4.959,5228.1
4,132,999,-36.1,4.9639999999999995,5228.1
3,313,999,-42.7,4.962,5228.1
3,74,999,-42.7,4.96,5228.1
1,53,999,-46.2,1.3130000000000002,5099.1
1,382,999,-36.4,4.859,5191.0
4,72,999,-36.1,4.9639999999999995,5228.1
6,353,999,-42.0,4.1530000000000005,5195.8
2,123,999,-41.8,4.958,5228.1
1,742,999,-36.4,4.857,5191.0
1,110,999,-40.0,0.672,5008.7
3,115,999,-42.7,4.966,5228.1
1,313,999,-46.2,1.354,5099.1
1,16,999,-46.2,1.281,5099.1
1,337,999,-46.2,1.281,5099.1
1,61,999,-46.2,1.281,5099.1
2,41,999,-41.8,4.959,5228.1
6,204,999,-42.0,4.191,5195.8
1,128,999,-36.4,4.8580000000000005,5191.0
1,120,999,-36.4,4.864,5191.0
9,16,999,-47.1,1.405,5099.1
1,198,3,-46.2,1.2590000000000001,5099.1
1,64,999,-36.4,4.857,5191.0
1,383,999,-46.2,1.327,5099.1
4,227,999,-31.4,0.879,5076.2
5,181,999,-40.4,4.936,5195.8
1,152,999,-36.4,4.856,5191.0
1,136,999,-46.2,1.344,5099.1
4,136,999,-31.4,0.8809999999999999,5076.2
9,37,999,-47.1,1.405,5099.1
2,19,999,-41.8,4.959,5228.1
4,103,999,-36.1,4.965,5228.1
4,86,999,-36.1,4.962,5228.1
6,137,999,-42.0,4.12,5195.8
1,13,999,-46.2,1.244,5099.1
1,117,999,-36.4,4.86,5191.0
4,719,999,-36.1,4.9639999999999995,5228.1
6,188,999,-42.0,4.12,5195.8
3,119,999,-42.7,4.962,5228.1
8,115,999,-50.0,1.757,5099.1
2,871,999,-41.8,4.958,5228.1
1,289,999,-36.4,4.857,5191.0
4,105,999,-36.1,4.9639999999999995,5228.1
1,285,999,-36.4,4.856,5191.0
3,186,999,-42.7,4.962,5228.1
1,262,999,-36.4,4.86,5191.0
1,201,999,-36.4,4.8580000000000005,5191.0
1,97,999,-36.4,4.86,5191.0
3,40,999,-42.7,4.961,5228.1
6,325,3,-30.1,0.716,5017.5
1,144,999,-46.2,1.264,5099.1
4,224,999,-36.1,4.967,5228.1
6,126,999,-42.0,4.191,5195.8
3,732,999,-42.7,4.962,5228.1
9,164,999,-47.1,1.405,5099.1
4,384,999,-36.1,4.965,5228.1
3,305,999,-42.7,4.955,5228.1
1,436,999,-36.4,4.864,5191.0
2,327,999,-40.8,1.262,5076.2
6,157,999,-42.0,4.1530000000000005,5195.8
2,1276,999,-41.8,4.967,5228.1
6,504,999,-42.0,4.191,5195.8
1,298,999,-36.4,4.856,5191.0
3,195,999,-42.7,4.958,5228.1
1,238,999,-36.4,4.8580000000000005,5191.0
3,126,999,-42.7,4.962,5228.1
3,92,999,-42.7,4.962,5228.1
9,1397,999,-34.6,0.642,5008.7
5,223,999,-49.5,1.043,4963.6
6,219,999,-42.0,4.1530000000000005,5195.8
6,191,999,-42.0,4.191,5195.8
3,186,999,-42.7,4.961,5228.1
3,201,999,-42.7,4.962,5228.1
2,269,999,-41.8,4.961,5228.1
4,183,999,-36.1,4.962,5228.1
6,400,999,-42.0,4.12,5195.8
1,223,999,-46.2,1.27,5099.1
6,375,999,-42.0,4.12,5195.8
1,252,999,-36.4,4.857,5191.0
2,17,999,-41.8,4.959,5228.1
3,279,999,-42.7,4.963,5228.1
3,54,999,-42.7,4.96,5228.1
6,58,999,-42.0,4.191,5195.8
4,262,4,-31.4,0.8809999999999999,5076.2
3,88,999,-42.7,4.966,5228.1
3,97,999,-42.7,4.963,5228.1
2,238,999,-41.8,4.961,5228.1
9,267,999,-47.1,1.405,5099.1
1,108,999,-46.2,1.266,5099.1
3,117,999,-42.7,4.962,5228.1
2,562,999,-41.8,4.967,5228.1
10,319,999,-37.5,0.879,4963.6
1,247,999,-46.2,1.291,5099.1
1,248,999,-36.4,4.855,5191.0
3,225,999,-42.7,4.963,5228.1
1,142,999,-46.2,1.344,5099.1
1,211,999,-46.2,1.3130000000000002,5099.1
9,241,999,-47.1,1.41,5099.1
1,320,999,-46.2,1.2590000000000001,5099.1
3,148,999,-42.7,4.96,5228.1
2,7,999,-41.8,4.959,5228.1
6,125,999,-42.0,4.021,5195.8
3,27,999,-42.7,4.958,5228.1
1,399,999,-46.2,1.354,5099.1
3,23,999,-40.3,0.8220000000000001,4991.6
4,110,999,-36.1,4.965,5228.1
4,284,999,-36.1,4.963,5228.1
